svfn,ar,staerd,leiguverd,kaupverd,fasteignamat
2000,2018,90-99,178500,26400000,15200
2000,2018,100-109,160000,30690000,20725
2000,2018,110-150,178750,30900000,21950
2000,2019,50-59,150000,18500000,15900
2000,2019,60-69,150048.5,19700000,19600
2000,2019,70-79,168000,28350000,24675
2000,2019,80-89,185000,29850000,25900
2000,2019,90-99,190000,30000000,26250
2000,2019,100-109,170000,33750000,35425
2000,2019,110-150,191000,34000000,32150
2000,2020,50-59,145000,17950000,15575
2000,2020,60-69,150000,23500000,22300
2000,2020,70-79,175000,29900000,25550
2000,2020,80-89,190000,28500000,28650
2000,2020,90-99,190000,29000000,27450
2000,2020,100-109,175000,39250000,41550
2000,2020,110-150,195000,37000000,37300
2000,2021,50-59,150000,21500000,14275
2000,2021,60-69,160000,26000000,21100
2000,2021,70-79,178000,32900000,21525
2000,2021,80-89,190000,35750000,23825
2000,2021,90-99,190000,31000000,27900
2000,2021,100-109,175000,39500000,33250
2000,2021,110-150,195000,39000000,35200
2000,2022,50-59,162500,26000000,17550
2000,2022,60-69,166500,32000000,21350
2000,2022,70-79,188500,34500000,25575
2000,2022,80-89,195000,40600000,31475
2000,2022,90-99,195000,35750000,26325
2000,2022,100-109,177000,43700000,35550
2000,2022,110-150,207500,48500000,39050
2300,2012,60-69,70000,10000000,9300
2300,2012,100-109,113000,19700000,18500
2300,2013,80-89,100000,9000000,13550
2300,2014,80-89,110000,17000000,14750
2300,2014,90-99,120000,18700000,17000
2300,2014,100-109,125000,24300000,20250
2300,2014,110-150,130000,12500000,14750
2300,2015,50-59,85000,11000000,9010
2300,2015,60-69,90000,15500000,9010
2300,2015,80-89,127000,16800000,14225
2300,2015,90-99,120000,21706000,17150
2300,2015,100-109,116500,29300000,20175
2300,2015,110-150,140000,18350000,15575
2300,2016,50-59,94000,11000000,8500
2300,2016,80-89,129000,19500000,15150
2300,2016,90-99,139000,22500000,16300
2300,2016,100-109,140000,21000000,17700
2300,2016,110-150,165000,24250000,19950
2300,2017,50-59,95216,16900000,8730
2300,2017,80-89,155000,24600000,17325
2300,2017,90-99,155000,28000000,18550
2300,2017,100-109,120000,30000000,18300
2300,2017,110-150,157500,33000000,21500
2300,2018,50-59,125000,23000000,10900
2300,2018,80-89,158000,24000000,14850
2300,2018,90-99,168000,27200000,21450
2300,2018,110-150,150000,33500000,26450
2300,2019,70-79,130000,14700000,15300
2300,2019,80-89,167427.5,27900000,22950
2300,2019,90-99,167000,31000000,25950
2300,2019,100-109,190000,31200000,27150
2300,2019,110-150,184750,37300000,30600
2300,2020,50-59,108283,19000000,14850
2300,2020,80-89,180000,30000000,19550
2300,2020,90-99,183000,32900000,29400
2300,2020,100-109,180000,36000000,33850
2300,2020,110-150,200000,33100000,29100
2300,2021,80-89,180000,35250000,22100
2300,2021,90-99,185000,33000000,30000
2300,2021,110-150,215000,42000000,36150
2300,2022,60-69,180000,36900000,12750
2300,2022,70-79,182500,34750000,13425
2300,2022,80-89,185000,39600000,14900
2300,2022,90-99,205000,42500000,32350
2506,2011,60-69,75000,12196000,9130
2506,2012,70-79,85000,17698000,15450
2506,2015,90-99,159520,19200000,18600
2506,2016,50-59,87000,15600000,7090
2506,2016,70-79,124800,16250000,12325
2506,2016,90-99,150640,21500000,17700
2506,2017,60-69,122500,22200000,13900
2506,2017,70-79,135000,23400000,15600
2506,2017,80-89,200000,18500000,12350
2506,2017,90-99,170000,29500000,19225
2506,2018,60-69,127000,17800000,17550
2506,2018,70-79,150000,26500000,19450
2506,2018,100-109,120000,10000000,14050
2506,2019,70-79,180000,24000000,25000
2506,2019,90-99,170000,28750000,30500
2506,2020,70-79,170000,31500000,26700
2506,2020,90-99,190000,38500000,34300
2506,2021,70-79,170000,31900000,19200
2506,2021,90-99,170000,33040000,17800
2506,2021,110-150,140000,41787500,15275
2506,2022,60-69,150000,32000000,26250
2506,2022,70-79,190000,38950000,27200
2510,2011,70-79,61000,12700000,10600
2510,2013,90-99,85000,11726000,9930
2510,2013,100-109,85000,14955000,12150
2510,2014,70-79,69000,7800000,9310
2510,2015,70-79,85000,9700000,8350
2510,2015,90-99,90000,14200000,12700
2510,2016,70-79,115425,11500000,9510
2510,2016,80-89,130050,14550000,9840
2510,2016,90-99,135000,16800000,11250
2510,2016,110-150,135000,15750000,13650
2510,2017,50-59,125000,14200000,7015
2510,2017,80-89,150000,21000000,9980
2510,2017,90-99,147000,18100000,13210
2510,2017,100-109,140000,23000000,11700
2510,2017,110-150,152500,19000000,12300
2510,2018,80-89,170000,22000000,11100
2510,2018,90-99,140000,20750000,13105
2510,2018,100-109,160000,19750000,15725
2510,2018,110-150,195000,20500000,13650
2510,2019,70-79,160000,21450000,18925
2510,2019,80-89,170000,17500000,13950
2510,2019,90-99,147000,24000000,16950
2510,2019,100-109,172500,25000000,19650
2510,2019,110-150,140000,28000000,18450
2510,2020,80-89,170000,23450000,20500
2510,2020,90-99,147500,23900000,25150
2510,2020,100-109,190000,21500000,24500
2510,2020,110-150,206250,29650000,24275
2510,2021,70-79,155000,23500000,17950
2510,2021,80-89,176000,26000000,21450
2510,2021,90-99,150500,29000000,20050
2510,2021,100-109,190000,22500000,25300
2510,2021,110-150,205000,26450000,25000
2510,2022,70-79,163000,26500000,19850
3000,2011,50-59,75000,13629000,12150
3000,2011,60-69,80000,14722000,13400
3000,2011,70-79,75000,13500000,11750
3000,2011,80-89,98000,17300000,15650
3000,2011,90-99,95000,18361000,17100
3000,2011,100-109,98000,18000000,13250
3000,2011,110-150,112500,15542000,14525
3000,2012,70-79,90000,12057000,12350
3000,2012,80-89,95000,7290000,11275
3000,2012,90-99,95000,14137000,13100
3000,2012,100-109,107500,22600000,18900
3000,2012,110-150,118152,18195000,16600
3000,2013,50-59,79000,10000000,9030
3000,2013,60-69,85000,12144500,11625
3000,2013,70-79,100000,15700000,15050
3000,2013,80-89,100000,17490000,11950
3000,2013,90-99,100000,18646500,16900
3000,2013,100-109,107500,21750000,18525
3000,2013,110-150,120000,19000000,16900
3000,2014,50-59,87500,11484500,8515
3000,2014,60-69,93701,11450000,11490
3000,2014,70-79,95000,13000000,11550
3000,2014,80-89,105000,18250000,15500
3000,2014,90-99,110000,15300000,13550
3000,2014,100-109,120000,20525000,17025
3000,2014,110-150,125000,19000000,17500
3000,2015,50-59,88750,11100000,9530
3000,2015,60-69,95000,16200000,9690
3000,2015,70-79,110000,20200000,12650
3000,2015,80-89,108000,22500000,13100
3000,2015,90-99,120000,18500000,14250
3000,2015,100-109,118500,25500000,19400
3000,2015,110-150,140000,20000000,16700
3000,2016,50-59,94000,11705000,9380
3000,2016,60-69,105000,17075000,11200
3000,2016,70-79,110000,21627000,12100
3000,2016,80-89,125000,15800000,13350
3000,2016,90-99,136750,20500000,14400
3000,2016,100-109,129000,22950000,17175
3000,2016,110-150,155500,23900000,17700
3000,2017,50-59,105718,16700000,10400
3000,2017,60-69,120000,18500000,11250
3000,2017,70-79,130000,24200000,12225
3000,2017,80-89,145000,23450000,13625
3000,2017,90-99,149500,28225000,15675
3000,2017,100-109,147500,26000000,14725
3000,2017,110-150,173000,25125000,17200
3000,2018,50-59,100000,19700000,12575
3000,2018,60-69,127500,21000000,14100
3000,2018,70-79,145000,24550000,16400
3000,2018,80-89,160000,24250000,15650
3000,2018,90-99,163000,32000000,19000
3000,2018,100-109,167500,33900000,19350
3000,2018,110-150,190000,32700000,22925
3000,2019,50-59,99000,21250000,15825
3000,2019,60-69,140000,24500000,18800
3000,2019,70-79,134500,28500000,18900
3000,2019,80-89,170657.5,29500000,20900
3000,2019,90-99,150000,34050000,29550
3000,2019,100-109,181500,33500000,24700
3000,2019,110-150,199750,38500000,26400
3000,2020,50-59,117729,20900000,20450
3000,2020,60-69,146000,25000000,24500
3000,2020,70-79,160000,31100000,28050
3000,2020,80-89,172500,31000000,27950
3000,2020,90-99,172000,33900000,29725
3000,2020,100-109,170000,40500000,32050
3000,2020,110-150,190000,38000000,36650
3000,2021,50-59,127500,29900000,22125
3000,2021,60-69,146000,30500000,21750
3000,2021,70-79,165000,35700000,21525
3000,2021,80-89,180000,43250000,24350
3000,2021,90-99,180000,37450000,32075
3000,2021,100-109,180000,38000000,33200
3000,2021,110-150,184000,44950000,39450
3000,2022,50-59,108500,29950000,21200
3000,2022,60-69,150000,31968500,16500
3000,2022,70-79,159585.5,41700000,25350
3000,2022,80-89,190000,46900000,35700
3000,2022,90-99,175000,47200000,30350
3000,2022,100-109,225000,38500000,31800
3000,2022,110-150,187500,45000000,35700
3609,2011,110-150,85000,17000000,13800
3609,2012,70-79,93000,14000000,10950
3609,2012,80-89,87500,18600000,13000
3609,2012,90-99,75000,18350000,12365
3609,2013,50-59,68220,10000000,8650
3609,2013,80-89,85000,14026000,12375
3609,2013,100-109,100000,10000000,13150
3609,2013,110-150,110000,18550000,16150
3609,2014,60-69,59059,15000000,10250
3609,2014,70-79,94984,15450000,15325
3609,2014,80-89,93169.5,21450000,13775
3609,2014,90-99,100000,9730000,12775
3609,2014,100-109,100000,18100000,13800
3609,2014,110-150,105000,14000000,12550
3609,2015,50-59,79766,7805000,8440
3609,2015,60-69,57074,8000000,8530
3609,2015,70-79,95738,14000000,11050
3609,2015,80-89,105000,18500000,14100
3609,2015,90-99,100000,13600000,13900
3609,2015,100-109,115000,19639000,18450
3609,2015,110-150,120000,20900000,15800
3609,2016,50-59,77973,12327500,8730
3609,2016,70-79,98221.5,18100000,15050
3609,2016,80-89,105372,11600000,11450
3609,2016,90-99,48747,21100000,18175
3609,2016,100-109,140000,27400000,16950
3609,2016,110-150,160000,20000000,16000
3609,2017,60-69,102437,5350000,7970
3609,2017,70-79,102500,18500000,10950
3609,2017,80-89,142666.5,20950000,13005
3609,2017,90-99,98887.5,23150000,16850
3609,2017,100-109,136750,28500000,19800
3609,2017,110-150,170000,25000000,15750
3609,2018,50-59,100000,11500000,9780
3609,2018,60-69,121523.5,13800000,10000
3609,2018,70-79,130000,18500000,11925
3609,2018,80-89,153000,20925000,12950
3609,2018,90-99,165000,21000000,14750
3609,2018,100-109,131936,16425000,14375
3609,2018,110-150,185000,30500000,17400
3609,2019,50-59,105886,24684000,13800
3609,2019,60-69,125711,16600000,12750
3609,2019,70-79,120000,22500000,18500
3609,2019,80-89,161500,22500000,16950
3609,2019,90-99,155000,28500000,22550
3609,2019,100-109,110000,25500000,22900
3609,2019,110-150,184500,18500000,16350
3609,2020,50-59,120000,15500000,11550
3609,2020,60-69,136637,17500000,17000
3609,2020,70-79,115000,18000000,17150
3609,2020,80-89,160000,24400000,24500
3609,2020,90-99,160000,28900000,26900
3609,2020,100-109,138250,27750000,26800
3609,2020,110-150,191250,31500000,24200
3609,2021,50-59,116000,15900000,14100
3609,2021,60-69,122248.5,15900000,14250
3609,2021,70-79,90000,23000000,19850
3609,2021,80-89,120000,30000000,21150
3609,2021,90-99,172850,27750000,22200
3609,2021,100-109,160000,29500000,24900
3609,2021,110-150,195000,33000000,26275
3609,2022,60-69,148800,22950000,15975
3609,2022,80-89,180000,41000000,26500
3609,2022,100-109,195000,41500000,31600
3609,2022,110-150,209000,47100000,32925
3709,2012,80-89,85000,16322000,14350
3709,2013,80-89,95000,18250000,15350
3709,2013,110-150,110000,26300000,21600
3709,2014,110-150,110000,30000000,14830
3709,2015,80-89,65000,18250000,14550
3709,2018,70-79,120000,19000000,13775
3709,2018,110-150,163887,23500000,16700
3709,2019,80-89,140935,18400000,18850
3709,2021,70-79,122500,18500000,14000
3709,2021,80-89,141500,20850000,19450
3709,2022,60-69,130000,20000000,14150
3709,2022,70-79,130000,19000000,14400
3711,2012,90-99,100000,14000000,11250
3711,2015,90-99,100000,17700000,12050
3711,2017,70-79,110000,15500000,13250
3711,2017,80-89,145000,26200000,15650
3711,2018,80-89,150000,28300000,23850
3711,2019,80-89,150000,23250000,20400
3711,2020,80-89,161500,28600000,29175
3711,2021,80-89,153500,30600000,28050
3711,2021,110-150,164100,23750000,22900
3714,2012,90-99,100000,11600000,10050
3714,2017,50-59,75000,7200000,6280
3714,2021,50-59,85000,6500000,8160
3714,2021,60-69,76359,7500000,10850
3714,2021,70-79,95000,7500000,10050
3714,2021,110-150,90000,13925000,16175
4100,2013,80-89,70000,6400000,6150
4100,2013,100-109,70000,28000000,9905
4100,2016,100-109,90000,7250000,7370
4100,2018,80-89,98000,8000000,6780
4100,2019,100-109,110000,14650000,9200
4100,2020,50-59,98000,7000000,5330
4100,2020,100-109,120000,13000000,8970
4100,2021,50-59,106000,13880000,7070
4100,2021,100-109,132500,13000000,9970
4200,2011,50-59,62500,8600000,5870
4200,2011,60-69,60000,9200000,6480
4200,2011,90-99,76180.5,11154000,9010
4200,2011,100-109,90000,11496000,8340
4200,2012,50-59,45000,8000000,5740
4200,2012,60-69,57500,7200000,5950
4200,2012,70-79,69198,10000000,7190
4200,2012,80-89,70000,7175000,5215
4200,2012,90-99,83889.5,7400000,5940
4200,2012,110-150,90000,15784000,14000
4200,2013,50-59,65000,5500000,6080
4200,2013,60-69,70000,10550000,7970
4200,2013,70-79,92500,8000000,6460
4200,2013,80-89,85000,10500000,8880
4200,2013,90-99,85000,9447000,10625
4200,2013,100-109,87500,11700000,11175
4200,2013,110-150,94593,12945000,11650
4200,2014,60-69,90000,8000000,7560
4200,2014,70-79,81000,9325000,9840
4200,2014,90-99,94816.5,11800000,12075
4200,2014,100-109,104900,13450000,12250
4200,2014,110-150,102500,11750000,12325
4200,2015,60-69,60000,8475000,6800
4200,2015,70-79,85000,11000000,8480
4200,2015,80-89,73750,6900000,7950
4200,2015,90-99,94952,16000000,11750
4200,2015,100-109,97500,12500000,11500
4200,2015,110-150,100000,15500000,13800
4200,2016,50-59,75562,7500000,8180
4200,2016,60-69,60000,13500000,9450
4200,2016,80-89,81460,12000000,9780
4200,2016,90-99,123000,13000000,10900
4200,2016,100-109,110000,10400000,9490
4200,2016,110-150,125500,12500000,11200
4200,2017,50-59,95387.5,12700000,8660
4200,2017,60-69,113600,9750000,7025
4200,2017,70-79,90000,5050000,7045
4200,2017,80-89,79195,10700000,7750
4200,2017,90-99,118300,9400000,9550
4200,2017,100-109,126437.5,13500000,9980
4200,2017,110-150,135000,15950000,12150
4200,2018,60-69,105000,15000000,7990
4200,2018,70-79,105000,16250000,9615
4200,2018,80-89,136000,13500000,9630
4200,2018,90-99,135000,14000000,11400
4200,2018,100-109,100000,21950000,12175
4200,2018,110-150,145000,15750000,12225
4200,2019,50-59,85982,12500000,7940
4200,2019,60-69,150000,22000000,14850
4200,2019,70-79,126000,20000000,11525
4200,2019,80-89,139604,18750000,9705
4200,2019,90-99,132500,25500000,14100
4200,2019,100-109,122500,24000000,14250
4200,2019,110-150,147250,27450000,15200
4200,2020,50-59,115000,21500000,14825
4200,2020,60-69,95000,20400000,15300
4200,2020,70-79,130000,24000000,16250
4200,2020,80-89,142538.5,18000000,10050
4200,2020,90-99,130000,20000000,17000
4200,2020,100-109,165000,23000000,17175
4200,2020,110-150,149246.5,28000000,16800
4200,2021,50-59,150000,21900000,12400
4200,2021,60-69,125000,16500000,13800
4200,2021,70-79,140000,24000000,16175
4200,2021,80-89,130000,21250000,17475
4200,2021,90-99,140000,20300000,15390
4200,2021,100-109,167500,30200000,22775
4200,2021,110-150,140000,28500000,20175
4200,2022,60-69,115000,25500000,21750
4200,2022,70-79,122000,25800000,19050
4200,2022,80-89,158876,26700000,22650
4200,2022,110-150,190000,25500000,27975
4604,2013,90-99,50000,5750000,5250
4604,2019,60-69,110000,5100000,4880
4604,2021,90-99,130000,13600000,8710
4607,2012,90-99,62000,4000000,4160
4607,2013,80-89,60000,3250000,4250
4607,2013,100-109,70000,4700000,5040
4607,2014,80-89,60000,3900000,4750
4607,2014,90-99,70000,5615000,4720
4607,2015,80-89,70000,7500000,6040
4607,2015,90-99,85000,7150000,4735
4607,2016,70-79,65700,5650000,4630
4607,2016,90-99,64000,10000000,6030
4607,2018,60-69,59588,6000000,6520
4607,2018,70-79,75000,7000000,6210
4607,2018,90-99,120000,12550000,8435
4607,2018,100-109,90000,11400000,8575
4607,2019,70-79,80000,11200000,8090
4607,2019,90-99,90000,10500000,9440
4607,2020,60-69,82000,7000000,8510
4607,2020,80-89,110000,8000000,10700
4607,2020,110-150,95000,9000000,12650
4607,2021,60-69,125000,16150000,8810
4607,2021,70-79,115000,6250000,9150
4607,2021,80-89,160000,19500000,11050
5200,2011,60-69,65000,7300000,6720
5200,2011,70-79,90000,6910000,7480
5200,2011,80-89,85000,11700000,8170
5200,2012,60-69,47564,8400000,6960
5200,2012,70-79,60000,11500000,8920
5200,2012,80-89,87500,11899000,10410
5200,2013,50-59,79057,4989000,6490
5200,2013,60-69,50817,10000000,8020
5200,2013,70-79,95000,12150000,11400
5200,2013,80-89,95000,11500000,10150
5200,2013,100-109,129268,17500000,16400
5200,2013,110-150,120000,16250000,13700
5200,2014,50-59,90000,7000000,7130
5200,2014,60-69,52013,7400000,8160
5200,2014,70-79,107970,9500000,8420
5200,2014,80-89,117500,13900000,11100
5200,2014,110-150,95000,14700000,11050
5200,2015,50-59,75000,11300000,6770
5200,2015,70-79,109012,13500000,11000
5200,2015,80-89,110000,13000000,10275
5200,2015,100-109,139919,6200000,9430
5200,2015,110-150,95000,16936500,15025
5200,2016,50-59,85536,10500000,7380
5200,2016,70-79,80000,14000000,9830
5200,2016,80-89,115000,14500000,11700
5200,2016,90-99,86033.5,14500000,11550
5200,2016,100-109,145000,15000000,17600
5200,2017,50-59,87241,11650000,7985
5200,2017,60-69,102500,11000000,10020
5200,2017,80-89,115000,14500000,12275
5200,2017,90-99,120000,14225000,12100
5200,2017,100-109,152500,18350000,14325
5200,2017,110-150,130000,22250000,18100
5200,2018,70-79,90000,12000000,9960
5200,2018,80-89,125000,18000000,13350
5200,2018,100-109,157500,19500000,15150
5200,2018,110-150,170000,24000000,16950
5200,2019,70-79,135000,15000000,13300
5200,2019,80-89,140000,18900000,15275
5200,2019,90-99,132500,14000000,11925
5200,2019,110-150,175000,23250000,18975
5200,2020,50-59,84182,12000000,9640
5200,2020,60-69,131500,15650000,13425
5200,2020,70-79,180000,19000000,16950
5200,2020,80-89,139260,20500000,18500
5200,2020,90-99,157905,17000000,20300
5200,2020,100-109,170000,24000000,24100
5200,2020,110-150,160000,22250000,23825
5200,2021,50-59,97488.5,15000000,11700
5200,2021,60-69,125000,16850000,15475
5200,2021,70-79,90000,24000000,17100
5200,2021,80-89,151920,19500000,18600
5200,2021,90-99,160000,23500000,19925
5200,2021,100-109,165000,32300000,29650
5200,2021,110-150,180000,28000000,23400
5200,2022,60-69,125000,20250000,15150
5200,2022,70-79,145000,29500000,18000
5200,2022,100-109,174588,19500000,21850
5604,2011,110-150,50000,9209000,6760
5604,2015,60-69,58883.5,10000000,7410
5604,2016,60-69,70000,10000000,7490
5604,2016,80-89,40000,12250000,9770
5604,2019,90-99,105974,10500000,11100
5604,2021,110-150,147229,10300000,12700
5604,2022,110-150,161250,14450000,13400
6000,2011,50-59,74101,9100000,8850
6000,2011,60-69,85000,12400000,10200
6000,2011,70-79,91987,12300000,11100
6000,2011,80-89,100000,14716000,11600
6000,2011,90-99,110000,17200000,12900
6000,2011,100-109,110000,16100000,13300
6000,2011,110-150,120000,21000000,15450
6000,2012,50-59,78855,10100000,9445
6000,2012,60-69,84697,12900000,11100
6000,2012,70-79,99024,15600000,12050
6000,2012,80-89,100000,19300000,12800
6000,2012,90-99,110000,20489000,14850
6000,2012,100-109,110000,21040000,16000
6000,2012,110-150,115000,20888000,15800
6000,2013,50-59,81687.5,10290000,8700
6000,2013,60-69,90000,11976000,10450
6000,2013,70-79,102308,14454000,12800
6000,2013,80-89,117500,15016000,14025
6000,2013,90-99,120000,18219500,14700
6000,2013,100-109,120000,22170000,14700
6000,2013,110-150,130000,19600000,17900
6000,2014,50-59,85536,12050000,9605
6000,2014,60-69,100000,13600000,11550
6000,2014,70-79,106891,16000000,12800
6000,2014,80-89,120000,17100000,14275
6000,2014,90-99,130000,24100000,15150
6000,2014,100-109,138931.5,25000000,16000
6000,2014,110-150,138500,22300000,18150
6000,2015,50-59,95000,13350000,9745
6000,2015,60-69,100000,15000000,11500
6000,2015,70-79,111100,17450000,13650
6000,2015,80-89,130000,21300000,15850
6000,2015,90-99,140000,21850000,16350
6000,2015,100-109,150000,26050000,16525
6000,2015,110-150,150000,28000000,20600
6000,2016,50-59,95500,15450000,11425
6000,2016,60-69,114782,19850000,12075
6000,2016,70-79,116424,22400000,14575
6000,2016,80-89,138880,20750000,15775
6000,2016,90-99,151210.5,24000000,17550
6000,2016,100-109,157000,28750000,18250
6000,2016,110-150,150000,26500000,21650
6000,2017,50-59,115000,20250000,11550
6000,2017,60-69,133000,20900000,14100
6000,2017,70-79,135000,24500000,16800
6000,2017,80-89,155000,25800000,16975
6000,2017,90-99,169750,30200000,19450
6000,2017,100-109,158500,33400000,20500
6000,2017,110-150,160000,30875000,23450
6000,2018,50-59,120000,20400000,13400
6000,2018,60-69,142250,24050000,16900
6000,2018,70-79,154000,29900000,17750
6000,2018,80-89,170000,27000000,19900
6000,2018,90-99,180000,32900000,21900
6000,2018,100-109,174000,33200000,22800
6000,2018,110-150,180000,32500000,25950
6000,2019,50-59,130000,21000000,16275
6000,2019,60-69,150000,25550000,20300
6000,2019,70-79,160000,28200000,23200
6000,2019,80-89,165000,28000000,24850
6000,2019,90-99,180000,34535000,30775
6000,2019,100-109,181500,35500000,27300
6000,2019,110-150,190000,37350000,33900
6000,2020,50-59,130000,22900000,18700
6000,2020,60-69,150000,28800000,24050
6000,2020,70-79,159500,29900000,25750
6000,2020,80-89,170000,32300000,27075
6000,2020,90-99,175000,36000000,35425
6000,2020,100-109,180000,42300000,31500
6000,2020,110-150,187500,38000000,34550
6000,2021,50-59,132500,24000000,17900
6000,2021,60-69,145500,29375000,21800
6000,2021,70-79,163000,33650000,23750
